Name,Link,Img,DOB,age(years),status,description,_id
Ashok Selvan,https://en.wikipedia.org/wiki/Ashok_Selvan,Ashok Selvan.jpg,8 November 1989,30,Alive,"Ashok Selvan is an Indian film actor. He made his breakthrough playing one of the lead roles in Soodhu Kavvum, before gaining critical acclaim for his performances in C. V. Kumar's productions Pizza II: Villa and Thegidi.",5ea7bceeff604553fe22707e
Attakathi Dinesh,https://en.wikipedia.org/wiki/Attakathi_Dinesh,Attakathi Dinesh.jpg,1 January 1984,36,Alive,"Dinesh Ravi, best known by his stage name Attakathi Dinesh, is an Indian film actor who has acted in leading roles in Tamil cinema. He made his breakthrough playing the lead role in Attakathi, portraying Dinakaran.",5ea7bcf1ff604553fe22707f
Atul Agnihotri,https://en.wikipedia.org/wiki/Atul_Agnihotri,Atul Agnihotri.jpg,24 June 1970,49,Alive,"Atul Agnihotri is an Indian film actor, producer and director. He started his Bollywood career as an actor, went on to direct two films, and found success as a film producer. He is best known for his debut film Sir, which was the most notable film of his career and featured him as the lead protagonist.",5ea7bcf3ff604553fe227080
Atul Kulkarni,https://en.wikipedia.org/wiki/Atul_Kulkarni_(actor_born_1965),Atul Kulkarni.jpg,10 September 1965,54,Alive,"Atul Kulkarni is an Indian film actor who has acted in multi -language cinemas.
Kulkarni won the National Award for the best supporting actor for the films Hey Ram and Chandni Bar. He is also the president of Quest, a research-action organization concentrating on enhancing quality of education.",5ea7bcf6ff604553fe227081
Auditya,https://en.wikipedia.org/wiki/Auditya,Auditya.jpg,,,Alive,,5ea7bcfbff604553fe227082
Avinash Tiwary,https://en.wikipedia.org/wiki/Avinash_Tiwary,Avinash Tiwary.jpg,15 August 1985,34,Alive,"Avinash Tiwary is an Indian actor who works in Hindi films. He rose to prominence in 2018 with the leading role in the romantic movie Laila Majnu by Sajid Ali and Imitiaz Ali.
In order to pursue acting he joined Barry John's Acting Studio and later went to New York Film Academy.",5ea7bcfdff604553fe227083
Avinash,https://en.wikipedia.org/wiki/Avinash,Avinash.jpg,22 December 1959,60,Alive,"Avinash Yelandur is an Indian actor who stars predominantly in South Indian language films, notably in the Kannada and Tamil film industries. He has been in the industry for two decades and has acted in over 200 films.",5ea7bd00ff604553fe227084
Ayushman Khurana,https://en.wikipedia.org/wiki/Ayushman_Khurana,Ayushman Khurana.jpg,14 September 1984,35,Alive,"Ayushmann Khurrana is an Indian actor, singer, and television host. Known for his portrayals of ordinary men, he is the recipient of several awards, including a National Film Award and four Filmfare Awards, and has appeared in Forbes India's Celebrity 100 list of 2013 and 2019.",5ea7bd04ff604553fe227085
Anupam Sharma,https://en.wikipedia.org/wiki/Anupam_Sharma,Anupam Sharma.jpg,,,Alive,,5ea7bd08ff604553fe227086
B. C. Patil,https://en.wikipedia.org/wiki/B._C._Patil,B. C. Patil.jpg,14 November 1956,63,Alive,"Basavanagowda Channabasavanagowda Patil, popularly known as B. C. Patil, is a Kannada actor and is a three-term MLA from Hirekerur assembly constituency.
B. C. Patil is a former cop, actor, producer and director in the Kannada Film Industry.",5ea7bd0aff604553fe227087
B. R. Panthulu,https://en.wikipedia.org/wiki/B._R._Panthulu,B. R. Panthulu.jpg,"26 July 1910,",64,Died,"Budaguru Ramakrishnaiah Panthulu was an Indian film director, producer and actor. He is best known for directing films in Kannada, Tamil, Telugu and Hindi. His most popular films are Sri Krishnadevaraya, School Master, Kittur Channamma, Karnan and Veerapandiya Kattabomman. B. R.",5ea7bd0dff604553fe227088
Baburaj,https://en.wikipedia.org/wiki/Baburaj_(actor),Baburaj.jpg,5 March 1970,50,Alive,"Baburaj Jacob, mononymously known as Baburaj, is an Indian film actor, director and screenwriter, who works predominantly in Malayalam cinema, and has also appeared in Tamil, Telugu and Hindi films.",5ea7bd0fff604553fe227089
Babu Antony,https://en.wikipedia.org/wiki/Babu_Antony,Babu Antony.jpg,22 February 1966,54,Alive,"Babu Antony is an Indian film actor and mixed martial artist, who works primarily in Malayalam cinema. He has also acted in Tamil, Telugu, Kannada, Sinhalese, Hindi and English films. He has mostly done action roles. Babu owns mixed martial art academy in Houston.
He made his debut in Bharathan's Chilampu.",5ea7bd12ff604553fe22708a
Balakrishna,https://en.wikipedia.org/wiki/Balakrishna_(Kannada_actor),Balakrishna.jpg,10 June 1960,59,Alive,Nandamuri Balakrishna is an Indian politician and film actor known for his works in Telugu cinema. He is the sixth son of Telugu film actor and former Chief Minister of Andhra Pradesh N. T. Rama Rao.,5ea7bd16ff604553fe22708b
Balakrishna Nandamuri,https://en.wikipedia.org/wiki/Balakrishna_Nandamuri,Balakrishna Nandamuri.jpg,10 June 1960,59,Alive,Nandamuri Balakrishna is an Indian politician and film actor known for his works in Telugu cinema. He is the sixth son of Telugu film actor and former Chief Minister of Andhra Pradesh N. T. Rama Rao.,5ea7bd19ff604553fe22708c
Balan K. Nair,https://en.wikipedia.org/wiki/Balan_K._Nair,Balan K. Nair.jpg,"4 April 1933,",67,Died,"Balakrishnan Nair, more popularly known as Balan K. Nair was an Indian actor known for his roles in Malayalam cinema. Although he appeared as a villain in most films, he was also noted for his performances in strong character roles.",5ea7bd1cff604553fe22708d
Balaraj,https://en.wikipedia.org/wiki/Balaraj,NA,,,Alive,,5ea7bd1fff604553fe22708e
Balraj Sahni,https://en.wikipedia.org/wiki/Balraj_Sahni,Balraj Sahni.jpg,"1 May 1913,",59,Died,"Balraj Sahni, born Yudhishthir Sahni, was an Indian film and stage actor, who is best known for Dharti Ke Lal, Do Bigha Zameen, Chhoti Bahen, Kabuliwala and Garam Hawa.
He came from Rawalpindi, now in Punjab, Pakistan and was the brother of Bhisham Sahni, noted Hindi writer, playwright, and actor.",5ea7bd21ff604553fe22708f
Bank Janardhan,https://en.wikipedia.org/wiki/Bank_Janardhan,Bank Janardhan.jpg,1948,About,Alive,"Janardhan, known by his stage name Bank Janardhan, was born in 1948 and is an Indian actor in the Kannada film industry. He is well-known for his comedy and drama roles in various Kannada films and television series. Some of the notable films of Janardhan as an actor include News, Shhh! and Tharle Nan Maga.",5ea7bd24ff604553fe227090
Barun Sobti,https://en.wikipedia.org/wiki/Barun_Sobti,Barun Sobti.jpg,21 August 1984,35,Alive,"Barun Sobti is an Indian actor. He started his acting career in 2009 with Star Plus's Shraddha and later appeared in a negative role in Dill Mill Gayye. He portrayed his first lead role in Sony TV's series Baat Hamari Pakki Hai. In 2011, Sobti played Arnav Singh Raizada in Iss Pyaar Ko Kya Naam Doon?.",5ea7bd27ff604553fe227091
Benjamin Gilani,https://en.wikipedia.org/wiki/Benjamin_Gilani,Benjamin Gilani.jpg,1946,About,Alive,"Benjamin Gilani is an Indian actor of film, television and theatre. He portrayed Jawaharlal Nehru in the 1993 film Sardar. He also acted in the movie ""Hum Dum"".",5ea7bd29ff604553fe227092
Bhagwan Dada,https://en.wikipedia.org/wiki/Bhagwan_Dada,Bhagwan Dada.jpg,"1 August 1913,",88,Died,"Bhagwan Dada, also credited as Bhagwan, was an Indian actor and film director who worked in Hindi cinema. He is best known for his social film Albela and the song ""Shola Jo Bhadke"".",5ea7bd2cff604553fe227093
Bhanu Chander,https://en.wikipedia.org/wiki/Bhanu_Chander,Bhanu Chander.jpg,2 July 1952,67,Alive,"Bhanuchander is an Indian film actor, director and producer known for his works predominantly in Telugu and Tamil cinema. He is the son of veteran composer Madduri Venugopal. He is known for his association with directors like K. Viswanath, Balu Mahendra, B. Narsing Rao, K. Balachander and S. S. Rajamouli.",5ea7bd2fff604553fe227094
Bharat Bhushan,https://en.wikipedia.org/wiki/Bharat_Bhushan_Bhalla,Bharat Bhushan.jpg,"14 June 1920,",71,Died,"Bharat Bhushan was an Indian actor in Hindi language films, scriptwriter and producer, who is best remembered for playing Baiju Bawra in the 1952 film of the same name. He was born in Meerut, and brought up in Aligarh, Uttar Pradesh.",5ea7bd32ff604553fe227095
Bharat Jadhav,https://en.wikipedia.org/wiki/Bharat_Jadhav,Bharat Jadhav.jpg,12 December 1973,46,Alive,"Bharat Jadhav is an actor and producer in Marathi movies, theatre and TV shows in India. He is known more for his comic roles as a leading man in commercial Marathi cinema and theatre.",5ea7bd35ff604553fe227096
Bharath Gopi,https://en.wikipedia.org/wiki/Bharath_Gopi,Bharath Gopi.jpg,"2 November 1937,",70,Died,"Gopynathan Velayudhan Nair, popularly known by the stage name Bharat Gopy, was an Indian film actor, producer and director. He was one of the first actors to be associated with the New Wave cinema movement in Kerala during the 1970s.",5ea7bd37ff604553fe227097
Bharath Srinivasan,https://en.wikipedia.org/wiki/Bharath_Srinivasan,Bharath Srinivasan.jpg,21 July 1983,36,Alive,"Bharath is an Indian film actor, working predominantly in the Tamil film industry along with a few films in Malayalam, Hindi and Telugu. He was named as Chinna Thalapathy in Tamil Cinema.
He made his acting debut in 2003 with S. Shankar's Boys.",5ea7bd3aff604553fe227098
Bharathiraja,https://en.wikipedia.org/wiki/Bharathiraja,Bharathiraja.jpg,23 August 1942,77,Alive,"Bharathiraja is an Indian film director who works mainly in the Tamil film industry. Making his debut in 1977 with 16 Vayathinile, he is known for realistic and sensitive portrayals of rural life in his films.",5ea7bd3dff604553fe227099
Bank Janardhan,https://en.wikipedia.org/wiki/Bank_Janardhan,Bank Janardhan.jpg,1948,About,Alive,"Janardhan, known by his stage name Bank Janardhan, was born in 1948 and is an Indian actor in the Kannada film industry. He is well-known for his comedy and drama roles in various Kannada films and television series. Some of the notable films of Janardhan as an actor include News, Shhh! and Tharle Nan Maga.",5ea7bd3fff604553fe22709a
Bijon Bhattacharya,https://en.wikipedia.org/wiki/Bijon_Bhattacharya,Bijon Bhattacharya.jpg,"17 July 1917,",60,Died,"Bijon Bhattacharya was a prominent Indian theatre and film Personality
from Bengal.
Bhattacharya was born in 1915 at Faridpur to a Hindu, Bengali Brahmin family, and was an early witness to the destitution and penury of the peasantry of that land.",5ea7bd42ff604553fe22709b
Biju Menon,https://en.wikipedia.org/wiki/Biju_Menon,Biju Menon.jpg,9 September 1970,49,Alive,"Biju Menon is an Indian film actor who predominantly appears in Malayalam films, and also has a few Tamil and Telugu film credits. He made his debut in 1995 in Puthran. In a career spanning over two decades, he has appeared in over 130 films, and has won two Kerala State Film Awards and two Filmfare Awards South.",5ea7bd45ff604553fe22709c
Biswajit Chatterjee,https://en.wikipedia.org/wiki/Biswajit_Chatterjee,Biswajit Chatterjee.jpg,14 December 1936,83,Alive,"Biswajit Chatterjee, known mononymously as Biswajit, is an Indian actor, producer, director, singer and politician known for his work in Hindi and Bengali cinema.",5ea7bd49ff604553fe22709d
Bob Christo,https://en.wikipedia.org/wiki/Bob_Christo,Bob Christo.jpg,"1938,",73,Died,"Robert John Christo, was an Australian-Indian civil engineer and actor in Hindi films.
Starting with Sanjay Khan's Abdullah, he went on to act in over 200 Hindi films in the 1980s and 1990s, including ...",5ea7bd4cff604553fe22709e
Bobby Deol,https://en.wikipedia.org/wiki/Bobby_Deol,Bobby Deol.jpg,27 January 1969,51,Alive,"Vijay Singh Deol, better known as Bobby Deol, is an Indian film actor who works in Hindi films. He is the recipient of a Filmfare Award and a Filmfare Best Actor Award nomination.",5ea7bd4fff604553fe22709f
Bobby Kottarakkara,https://en.wikipedia.org/wiki/Bobby_Kottarakkara,Bobby Kottarakkara.jpg,"11 March 1952,",49,Died,Bobby Kottarakkara was an Indian actor who acted in Malayalam films. He was born to Pareedkunju Ravuthar in Kottarakkara. He began his acting career on stage. He made his film debut with Mucheettukalikkaarante Makal. Bobby soon became a well-known actor.,5ea7bd51ff604553fe2270a0
Bobby Simha,https://en.wikipedia.org/wiki/Bobby_Simha,Bobby Simha.jpg,6 November 1983,36,Alive,"Jayasimha known as Bobby Simha is an Indian film actor who has appeared in Tamil, Telugu and Malayalam-language films. After making brief appearances in the films Kadhalil Sodhappuvadhu Yeppadi and Pizza, he portrayed a kidnapper in Nalan Kumarasamy's Soodhu Kavvum and a comic villain in Alphonse Putharen's Neram.",5ea7bd54ff604553fe2270a1
Boman Irani,https://en.wikipedia.org/wiki/Boman_Irani,Boman Irani.jpg,2 December 1959,60,Alive,"Boman Irani is an Indian theatre and film actor, voice artist and photographer of Irani descent, who works in Bollywood films. After making his film debut with the 2003 anthology horror film Darna Mana Hai, Irani had his first commercial success with the 2003 comedy Munna Bhai M.B.B.S.",5ea7bd57ff604553fe2270a2
Brahmanandam,https://en.wikipedia.org/wiki/Brahmanandam,Brahmanandam.jpg,1 February 1956,64,Alive,"Brahmanandam Kanneganti is an Indian film actor and comedian, known for his works predominantly in Telugu cinema. He currently holds the Guinness World Record for the most screen credits for a living actor. He was honoured with the Padma Shri, for his contribution to Indian cinema in 2009.",5ea7bd5aff604553fe2270a3
Bullet Prakash,https://en.wikipedia.org/wiki/Bullet_Prakash,Bullet Prakash.jpg,"2 April 1976,",44,Died,"Bullet Prakash was an Indian actor who worked in Kannada cinema. Known for portraying comic roles, Prakash appeared in over 325 films. He earned the nickname ""Bullet"" because he used to ride the motorbike, Royal Enfield Bullet. In 2015, Prakash joined the Bharatiya Janata Party.",5ea7bd5dff604553fe2270a4
C. R. Simha,https://en.wikipedia.org/wiki/C._R._Simha,C. R. Simha.jpg,"16 June 1942,",71,Died,"Channapatna Ramaswami Simha, better known as C. R. Simha, was an Indian actor, director, dramatist and playwright. He was best known for his work in Kannada films and for his work in stage shows.",5ea7bd5fff604553fe2270a5
Chandra Mohan (Hindi actor),https://en.wikipedia.org/wiki/Chandra_Mohan_(Hindi_actor),Chandra Mohan (Hindi actor).jpg,"24 July 1906,",42,Died,"Chandra Mohan was an Indian film actor, known for his work in Hindi cinema in the 1930s and 1940s.
Born in Narsinghpur in Madhya Pradesh, he was known for his large grey eyes, voice modulation and dialogue delivery.",5ea7bd62ff604553fe2270a6
Chandra Mohan (Telugu actor),https://en.wikipedia.org/wiki/Chandra_Mohan_(Telugu_actor),Chandra Mohan (Telugu actor).jpg,23 May 1945,74,Alive,Chandra Mohan is an Indian film actor known for his works predominantly in Telugu cinema and a few Tamil films. He has garnered two Filmfare Awards and seven Nandi Awards.,5ea7bd66ff604553fe2270a7
Chandrachur Singh,https://en.wikipedia.org/wiki/Chandrachur_Singh,Chandrachur Singh.jpg,11 October 1968,51,Alive,"Chandrachur Singh is an Indian actor, who works in Bollywood films.",5ea7bd6bff604553fe2270a8
Chandrashekhar,https://en.wikipedia.org/wiki/Chandrashekhar,Chandrashekhar.jpg,7 July 1923,96,Alive,"Chandrashekhar, whose full name is Chandrashekhar. G. Vaidya is an Indian film actor working in the Bollywood film industry.",5ea7bd6fff604553fe2270a9
Charan Raj,https://en.wikipedia.org/wiki/Charan_Raj,Charan Raj.jpg,27 April 1958,62,Alive,"Charan Raj is an Indian film actor, director, music director, film producer, and writer who primarily works in Kannada, Tamil, Telugu, Malayalam, Odia and Hindi movies. Charan Raj is known for his performances in films like Gentleman, Pratighatana, Indrudu Chandrudu and Kartavyam.",5ea7bd72ff604553fe2270aa
